"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"896","e","Relator term","Relator term","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","h","Medium","Medium","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","j","Attribution qualifier","Attribution qualifier","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","m","Medium of performance for music","Medium of performance for music","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","n","Number of part/section of a work","Number of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","o","Arranged statement for music","Arranged statement for music","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","q","Fuller form of name","Fuller form of name","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","r","Key for music","Key for music","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","s","Version","Version","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","u","Affiliation","Affiliation","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"896","v","Volume/sequential designation","Volume/sequential designation","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","%","% (RLIN)","% (RLIN)","0","0","0","","8","","","","0","-6","ILL","","","","9999","0"
"897","4","Relator code","Relator code","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","6","Linkage","Linkage","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","9","9 (RLIN)","9 (RLIN)","0","0","0","","8","","","","0","-5","ILL","","","","9999","0"
"897","a","Corporate name or jurisdiction name as entry element","Corporate name or jurisdiction name as entry element","0","0","0","","8","","CORPO_NAME","","","-6","ILL","","","","9999","0"
"897","b","Subordinate unit","Subordinate unit","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","c","Location of meeting","Location of meeting","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","d","Date of meeting or treaty signing","Date of meeting or treaty signing","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","e","Relator term","Relator term","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","h","Medium","Medium","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","m","Medium of performance for music","Medium of performance for music","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","n","Number of part/section/meeting","Number of part/section/meeting","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","o","Arranged statement for music","Arranged statement for music","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","r","Key for music","Key for music","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","s","Version","Version","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","u","Affiliation","Affiliation","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"897","v","Volume/sequential designation","Volume/sequential designation","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","%","% (RLIN)","% (RLIN)","0","0","0","","8","","","","0","-6","ILL","","","","9999","0"
"898","4","Relator code","Relator code","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","6","Linkage","Linkage","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","8","Field link and sequence number ","Field link and sequence number ","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","9","9 (RLIN)","9 (RLIN)","0","0","0","","8","","","","0","-5","ILL","","","","9999","0"
"898","a","Meeting name or jurisdiction name as entry element","Meeting name or jurisdiction name as entry element","0","0","0","","8","","MEETI_NAME","","","-6","ILL","","","","9999","0"
"898","b","Number (BK CF MP MU SE VM MX) [OBSOLETE]","Number (BK CF MP MU SE VM MX) [OBSOLETE]","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","c","Location of meeting","Location of meeting","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","d","Date of meeting","Date of meeting","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","e","Subordinate unit","Subordinate unit","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","h","Medium","Medium","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","n","Number of part/section/meeting","Number of part/section/meeting","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","q","Name of meeting following jurisdiction name entry element","Name of meeting following jurisdiction name entry element","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","s","Version","Version","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","u","Affiliation","Affiliation","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"898","v","Volume/sequential designation","Volume/sequential designation","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","%","% (RLIN)","% (RLIN)","0","0","0","","8","","","","0","-6","ILL","","","","9999","0"
"899","6","Linkage","Linkage","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","9","9 (RLIN)","9 (RLIN)","0","0","0","","8","","","","0","-5","ILL","","","","9999","0"
"899","a","Uniform title","Uniform title","0","0","0","","8","","UNIF_TITLE","","","-6","ILL","","","","9999","0"
"899","d","Date of treaty signing","Date of treaty signing","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","h","Medium","Medium","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","m","Medium of performance for music","Medium of performance for music","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","n","Number of part/section of a work","Number of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","o","Arranged statement for music","Arranged statement for music","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","r","Key for music","Key for music","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","s","Version","Version","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","ILL","","","","9999","0"
"899","v","Volume number/sequential designation","Volume number/sequential designation","0","0","0","","8","","","","","5","ILL","","","","9999","0"
"900","4","Relator code","Relator code","1","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","6","Linkage","Linkage","0","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","8","Field link and sequence number","Field link and sequence number","1","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","a","Personal name","Personal name","0","0","0","","9","","","","0","5","ILL","'110a', '700a', '710a'","","","9999","0"
"900","b","Numeration","Numeration","0","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","c","Titles and other words associated with a name","Titles and other words associated with a name","1","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","d","Dates associated with a name","Dates associated with a name","0","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","e","Relator term","Relator term","1","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","f","Date of a work","Date of a work","0","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","g","Miscellaneous information","Miscellaneous information","0","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","j","Attribution qualifier","Attribution qualifier","1","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","k","Form subheading","Form subheading","1","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","l","Language of a work","Language of a work","0","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","n","Number of part/section of a work","Number of part/section of a work","1","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","q","Fuller form of name","Fuller form of name","0","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","t","Title of a work","Title of a work","0","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"900","u","Affiliation","Affiliation","0","0","0","","9","","","","0","-6","ILL","","","","9999","0"
"901","0","0","0","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
"901","1","1","1","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
"901","2","2","2","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
"901","3","3","3","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
"901","4","4","4","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
"901","5","5","5","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
"901","6","6","6","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
"901","7","7","7","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
"901","8","8","8","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
"901","9","9","9","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
"901","a","a","a","1","0","0","","9","","","","","-6","ILL","","","","9999","0"
